	x	y	frame	particle
2	389.5798645019531	488.19964599609375	41	17
1	1059.2486572265625	529.9677734375	41	5
0	1090.406005859375	681.3660278320312	41	26
3	431.7311706542969	392.35772705078125	41	27
7	551.0386962890625	127.67559814453125	42	12
0	1048.2252197265625	693.683349609375	42	26
1	389.6188049316406	491.24542236328125	42	17
2	431.8873291015625	392.70013427734375	42	27
3	384.25689697265625	328.36016845703125	42	13
4	957.316650390625	275.3829040527344	42	28
5	398.9503479003906	237.38909912109375	42	21
6	710.7548828125	207.50711059570312	42	25
6	711.7540283203125	208.20828247070312	43	25
5	397.3651428222656	236.92066955566406	43	21
4	956.0919189453125	270.9903259277344	43	28
7	551.2753295898438	127.63943481445312	43	12
2	431.2613830566406	390.1185302734375	43	27
1	390.733154296875	492.4570617675781	43	17
0	1083.133056640625	676.018310546875	43	26
3	383.9415283203125	330.7063903808594	43	13
7	552.6959228515625	127.25761413574219	44	12
6	712.0390625	207.341064453125	44	25
5	395.6475830078125	236.8064422607422	44	21
4	956.0198974609375	267.5525207519531	44	28
1	431.4053039550781	388.4061279296875	44	27
2	552.4586181640625	351.64788818359375	44	22
0	390.90008544921875	494.76092529296875	44	17
3	384.85382080078125	333.33636474609375	44	13
10	554.9954223632812	129.03829956054688	45	12
0	880.1044921875	791.7376708984375	45	7
1	952.3271484375	787.2459106445312	45	29
2	1083.4884033203125	671.36083984375	45	26
3	391.1507873535156	498.1623229980469	45	17
4	432.0477294921875	388.3932800292969	45	27
5	550.9297485351562	352.86163330078125	45	22
6	385.24298095703125	335.2485656738281	45	13
7	955.8106689453125	264.790283203125	45	28
8	393.68804931640625	238.54066467285156	45	21
9	712.2714233398438	205.48678588867188	45	25
7	391.46246337890625	237.9800567626953	46	21
6	956.5032958984375	263.3882751464844	46	28
9	556.3726806640625	128.8360137939453	46	12
5	587.1565551757812	263.03778076171875	46	11
8	712.1980590820312	204.5872039794922	46	25
3	552.5286254882812	351.1103210449219	46	22
2	432.155029296875	387.5692138671875	46	27
1	391.3589782714844	499.9377746582031	46	17
0	1086.66015625	665.8458862304688	46	26
4	384.7678527832031	338.1329345703125	46	13
7	712.9386596679688	202.75335693359375	47	25
6	390.0258483886719	237.80960083007812	47	21
5	958.541259765625	260.3463439941406	47	28
4	384.8000793457031	341.084228515625	47	13
8	557.3199462890625	128.72950744628906	47	12
2	432.638427734375	385.8731994628906	47	27
1	391.2157287597656	502.0924072265625	47	17
0	1037.6806640625	688.993896484375	47	30
3	551.5942993164062	350.8199462890625	47	22
8	557.9856567382812	129.2510986328125	48	12
7	713.661865234375	201.5317840576172	48	25
6	959.8203735351562	255.32937622070312	48	28
5	387.71588134765625	238.11195373535156	48	21
4	1017.1931762695312	302.36260986328125	48	4
2	551.9703979492188	350.70654296875	48	22
1	432.9092712402344	383.9971923828125	48	27
0	391.4405212402344	502.792724609375	48	17
3	384.42718505859375	343.86334228515625	48	13
6	387.9923095703125	238.736328125	49	21
9	559.4766235351562	129.80215454101562	49	12
8	714.3218383789062	200.21812438964844	49	25
7	959.5657348632812	250.54226684570312	49	28
5	385.3398742675781	346.60040283203125	49	13
0	998.8369750976562	761.592041015625	49	32
3	433.057861328125	383.560302734375	49	27
2	391.24444580078125	503.3345031738281	49	17
1	1035.9805908203125	741.7835083007812	49	31
4	552.4948120117188	348.18353271484375	49	22
9	560.6823120117188	129.6254425048828	50	12
8	715.7628784179688	197.14581298828125	50	25
7	959.93994140625	245.81361389160156	50	28
6	386.0284118652344	239.13796997070312	50	21
5	1020.8998413085938	306.5948486328125	50	4
3	553.8837890625	347.6528015136719	50	22
2	432.63458251953125	381.92449951171875	50	27
1	391.5257568359375	504.3463439941406	50	17
0	1007.50927734375	760.088623046875	50	32
4	385.5738830566406	349.5895080566406	50	13
6	386.7024841308594	239.70973205566406	51	21
8	717.3599853515625	193.6596221923828	51	25
7	960.488037109375	240.0196075439453	51	28
9	562.5753173828125	128.97071838378906	51	12
5	1022.4005737304688	306.5950927734375	51	4
2	432.5827941894531	379.9166259765625	51	27
3	385.718017578125	352.781005859375	51	13
1	391.5459899902344	506.23272705078125	51	17
0	984.3487548828125	770.9490356445312	51	32
4	556.7355346679688	343.7834777832031	51	22
8	565.4318237304688	129.09567260742188	52	12
7	718.8121948242188	191.56951904296875	52	25
6	960.1976928710938	237.08468627929688	52	28
5	384.7669982910156	240.34791564941406	52	21
4	1024.3641357421875	308.6870422363281	52	4
3	557.8187866210938	341.8041687011719	52	22
2	385.2829284667969	354.10528564453125	52	13
1	432.84515380859375	378.6110534667969	52	27
0	391.3819580078125	507.2236633300781	52	17
9	565.3158569335938	129.1379852294922	53	12
7	960.37060546875	233.51597595214844	53	28
6	382.3006286621094	239.47023010253906	53	21
5	598.4602661132812	272.1051940917969	53	11
8	719.0341796875	188.2086181640625	53	25
3	558.7564086914062	340.53924560546875	53	22
2	385.19390869140625	356.57763671875	53	13
1	433.134521484375	377.51971435546875	53	27
0	391.7200927734375	506.48638916015625	53	17
4	1025.41064453125	309.2835388183594	53	4
6	721.694091796875	182.69491577148438	54	25
5	960.83837890625	230.0870819091797	54	28
4	1024.5599365234375	308.4716796875	54	4
7	565.9193725585938	129.8675994873047	54	12
2	384.0233154296875	358.3083190917969	54	13
1	433.0986633300781	376.4617614746094	54	27
0	391.1025085449219	506.6353759765625	54	17
3	561.8573608398438	337.7901306152344	54	22
0	433.44256591796875	373.7769470214844	55	27
1	383.5190734863281	362.8162841796875	55	13
2	563.45947265625	335.48095703125	55	22
3	1027.6524658203125	309.2513122558594	55	4
4	606.531982421875	276.8096008300781	55	11
5	960.098388671875	225.9401397705078	55	28
6	725.2197265625	177.76829528808594	55	25
7	567.007080078125	129.67239379882812	55	12
5	958.985107421875	223.36305236816406	56	28
7	568.234375	130.0009002685547	56	12
6	725.4498901367188	174.59344482421875	56	25
4	607.583740234375	278.1475524902344	56	11
0	434.1385498046875	370.9576416015625	56	27
2	564.9529418945312	333.8885803222656	56	22
1	383.42108154296875	367.1344909667969	56	13
3	1033.0052490234375	314.1435241699219	56	4
0	382.6999206542969	370.38446044921875	57	13
1	433.7561340332031	369.7808837890625	57	27
2	566.7305908203125	331.2414855957031	57	22
3	1033.7281494140625	313.9850769042969	57	4
4	607.7774658203125	279.2694396972656	57	11
5	958.5182495117188	221.3759765625	57	28
6	726.6197509765625	168.87039184570312	57	25
7	568.6346435546875	129.7426300048828	57	12
6	727.9434814453125	167.8867645263672	58	25
5	958.8609008789062	221.1258087158203	58	28
4	607.6920166015625	278.4461669921875	58	11
7	568.6156005859375	129.73980712890625	58	12
2	567.7168579101562	330.6729736328125	58	22
1	433.7499084472656	366.1541748046875	58	27
0	382.19146728515625	372.7920837402344	58	13
3	1033.7451171875	314.7863464355469	58	4
6	729.8772583007812	164.7948455810547	59	25
5	958.7640991210938	219.338623046875	59	28
4	608.4854125976562	278.8663330078125	59	11
7	570.8057861328125	128.95680236816406	59	12
2	567.7588500976562	329.6844177246094	59	22
1	434.2973327636719	363.5325012207031	59	27
0	382.0999450683594	375.4120178222656	59	13
3	1035.4808349609375	315.7178039550781	59	4
0	381.18646240234375	378.7257385253906	60	13
1	434.2330017089844	360.2117919921875	60	27
2	569.3363037109375	327.8299865722656	60	22
3	1036.758544921875	316.7725830078125	60	4
4	610.3013305664062	280.1800231933594	60	11
5	958.4021606445312	217.43331909179688	60	28
6	729.7335205078125	162.09303283691406	60	25
7	571.0923461914062	129.64837646484375	60	12
6	729.822509765625	160.0293426513672	61	25
7	570.7489013671875	129.98568725585938	61	12
4	610.873046875	282.2601318359375	61	11
5	958.23583984375	216.04586791992188	61	28
2	571.9857177734375	326.551025390625	61	22
0	380.3004150390625	381.58856201171875	61	13
3	1038.244384765625	318.4116516113281	61	4
1	434.48699951171875	358.0679016113281	61	27
6	730.4446411132812	156.7296142578125	62	25
0	379.70050048828125	382.6002197265625	62	13
1	434.30560302734375	355.6377258300781	62	27
2	574.4287109375	325.85784912109375	62	22
3	1041.858154296875	320.00921630859375	62	4
4	610.7725830078125	283.6174621582031	62	11
5	958.0616455078125	215.69032287597656	62	28
7	571.4464111328125	130.0572052001953	62	12
6	731.0850219726562	154.67372131347656	63	25
5	957.9332275390625	215.03477478027344	63	28
4	612.1736450195312	286.45465087890625	63	11
0	379.4086608886719	384.9706726074219	63	13
2	575.03076171875	324.43096923828125	63	22
1	434.272705078125	352.60986328125	63	27
3	1043.0103759765625	320.2801208496094	63	4
4	612.3889770507812	286.6299133300781	64	11
5	957.8195190429688	214.66383361816406	64	28
6	733.160400390625	151.6758270263672	64	25
2	577.2306518554688	323.4832458496094	64	22
1	433.98077392578125	349.5240783691406	64	27
0	379.4796447753906	385.83258056640625	64	13
3	1043.098876953125	320.39990234375	64	4
5	957.4158325195312	214.37860107421875	65	28
4	613.042724609375	287.23828125	65	11
3	1043.8994140625	320.8203125	65	4
6	734.9220581054688	148.23707580566406	65	25
1	434.4150695800781	347.6953430175781	65	27
0	380.0664367675781	386.9673767089844	65	13
2	579.3380126953125	323.13409423828125	65	22
0	380.2772521972656	387.03790283203125	66	13
1	434.6663818359375	345.8974914550781	66	27
2	1044.817138671875	323.27252197265625	66	4
3	580.794921875	322.91046142578125	66	22
4	612.06494140625	287.2191467285156	66	11
5	957.220947265625	214.61900329589844	66	28
6	736.75830078125	146.4743194580078	66	25
5	612.3930053710938	287.64361572265625	67	11
6	956.8191528320312	213.67535400390625	67	28
4	582.4467163085938	321.50341796875	67	22
7	737.6641845703125	143.02175903320312	67	25
2	434.6749267578125	344.9022521972656	67	27
0	773.8435668945312	790.3433837890625	67	33
3	1046.4407958984375	325.8025817871094	67	4
1	380.0240783691406	387.8493957519531	67	13
0	742.6533813476562	791.7467041015625	68	33
1	379.9628601074219	387.9877014160156	68	13
2	434.63360595703125	342.33026123046875	68	27
3	1045.4801025390625	325.6357421875	68	4
4	583.6936645507812	320.08941650390625	68	22
5	612.2667236328125	286.86572265625	68	11
